num_topics,topic_id,words
40,21,"musa, fir'aun, negeri, engkau, orang, orang-orang, israil, bani, kaum, bumi, penduduk, fir, aun, ingatlah, bala"
40,22,"nabi, muhammad, alquran, kepadamu, orang-orang, kitab, engkau, allah, peringatan, diturunkan, beriman, kebenaran, sungguh, benar-benar, pemberi"
40,23,"allah, maha, kepadamu, sungguh, benar-benar, malaikat, manusia, tuhanmu, langit, hati, berfirman, bumi, kitab, nyata, ingatlah"
40,24,"maha, allah, penyayang, pengampun, perkasa, bijaksana, bumi, kehendaki, orang-orang, tuhanmu, tobat, niscaya, langit, berbuat, mengampuni"
40,25,"neraka, orang-orang, azab, allah, jahanam, dalamnya, kufur, kekal, kiamat, dunia, api, kafir, tuhan, surga, orang"
40,26,"allah, orang, tanah, air, manusia, berfirman, mati, kepadamu, cahaya, burung, ingatlah, sempurna, menciptakan, engkau, menjadikan"
40,27,"allah, engkau, orang, air, negeri, muhammad, orang-orang, nabi, tinggal, niscaya, mati, hidup, maha, kepadamu, seratus"
40,28,"engkau, musa, yusuf, berdua, sungguh, saudaranya, kepadamu, benar-benar, harun, membawa, kepadaku, tipu, fir'aun, orang, tuhanmu"
40,29,"orang-orang, allah, orang, berbuat, dunia, azab, akhirat, bumi, nabi, balasan, kehidupan, kebaikan, benar-benar, engkau, kerusakan"
40,30,"allah, orang-orang, hamba, orang, sahaya, mukmin, beriman, maha, bagimu, ketentuan, miskin, wajib, perempuan, berpuasa, kepadamu"
40,31,"allah, maha, orang-orang, kepadamu, manusia, perang, sungguh, benar-benar, berbuat, bagimu, dirimu, muhammad, kebaikan, jalan, engkau"
40,32,"perempuan, laki-laki, anak, saudara, allah, harta, anak-anak, orang, rumah, saudara-saudara, perempuan-perempuan, maha, hamba, sahaya, miliki"
40,33,"allah, orang-orang, engkau, golongan, menginfakkan, kepadamu, seandainya, niscaya, berbuat, manusia, orang, takut, jalan, kekuatan, tuhanku"
40,34,"air, langit, hujan, bumi, allah, menurunkan, mati, menjadikan, angin, awan, gunung-gunung, dengannya, engkau, menciptakan, kering"
40,35,"allah, orang-orang, beriman, harta, agama, orang, jalan, kepadamu, janji, kitab, rasul-nya, berjihad, bertakwalah, diturunkan, kiamat"
40,36,"allah, hewan, daging, orang, ternak, nama, disembelih, batas, memakan, maha, diharamkan, untukmu, bagimu, harta, menyebut"
